return_id,order_id,seller_id,return_date,return_reason,refund_amount,return_status
R0001397,O0016749,S0023,2025-09-18,Wrong item shipped,47.05,Completed
R0001352,O0015923,S0022,2025-11-30,Wrong item shipped,60.97,Completed
R0000856,O0010348,S0015,2025-09-07,Better price found elsewhere,48.24,Complete
R0000288,O0003619,S0006,2024-09-20,Item not as described,58.58,Complete
R0003194,O0033127,S0046,2025-06-11,Better price found elsewhere,76.93,Completed
R0002765,O0028997,S0040,2025-05-31,Item not as described,22.12,Pending
R0003357,O0034763,S0049,2024-08-05,Damaged on arrival,47.78,Completed
R0003052,O0031882,S0045,2024-11-29,Quality below expectation,41.56,Pending
R0000727,O0008528,S0013,2024-05-01,Missing parts/accessories,86.99,Completed
R0002624,O0028418,S0039,2025-01-25,Counterfeit suspected,24.78,Complete
R0001333,O0015834,S0022,2025-10-17,Changed my mind,20.89,Completed
R0000986,O0012172,S0017,2025-09-20,Wrong item shipped,63.31,Complete
R0003138,O0032559,S0046,2024-03-08,Late delivery,64.58,Completed
R0000066,O0001122,S0003,2024-03-21,Damaged on arrival,29.41,Completed
R0000439,O0005197,S0009,2024-07-13,Quality below expectation,60.25,Pending
R0000134,O0001598,S0003,2025-02-13,Size/fit issue,17.22,Complete
R0001576,O0017988,S0025,2025-06-15,Item not as described,33.05,Completed
R0004018,O0039534,S0055,2025-07-21,Item not as described,111.59,Complete
R0001979,O0022402,S0031,2024-05-24,Unknown,22.57,Completed
R0000877,O0010712,S0016,2024-06-21,Wrong item shipped,62.9,Completed
R0003304,O0034565,S0049,2024-01-19,Quality below expectation,38.48,Completed
R0004333,O0042310,S0059,2025-06-02,Wrong item shipped,26.84,Completed
R0000106,O0001459,S0003,2024-11-29,Wrong item shipped,21.27,Completed
R0002011,O0022894,S0032,2024-03-30,Changed my mind,62.52,Pending
R0002355,O0025778,S0035,2025-09-30,Counterfeit suspected,32.4,Completed
R0002808,O0029167,S0040,2026-01-10,Damaged on arrival,72.3,Completed
R0002216,O0024820,S0034,2025-02-23,Wrong item shipped,14.65,Rejected
R0000997,O0012256,S0017,2025-12-15,Size/fit issue,27.68,Completed
R0002674,O0028601,S0040,2024-01-23,Damaged on arrival,37.01,Completed
R0000954,O0011818,S0017,2025-01-01,Wrong item shipped,19.27,Completed
R0001825,O0020688,S0029,2024-03-24,Quality below expectation,53.34,Completed
R0002434,O0026379,S0036,2025-01-24,Damaged on arrival,26.58,Completed
R0000759,O0008945,S0014,2024-03-05,Wrong item shipped,70.2,Completed
R0000276,O0003376,S0006,2024-03-27,Late delivery,70.58,Rejected
R0001089,O0013133,S0019,2024-08-04,Changed my mind,23.79,Complete
R0002500,O0027184,S0037,2024-12-31,Unknown,62.61,Completed
R0001252,O0014992,S0021,2026-01-10,Counterfeit suspected,55.08,Completed
R0002861,O0029563,S0041,2025-12-27,Damaged on arrival,14.19,Complete
R0003327,O0034659,S0049,2024-04-18,Missing parts/accessories,25.28,Completed
R0002094,O0023782,S0033,2024-03-27,Wrong item shipped,62.03,Completed
R0002550,O0027688,S0038,2024-06-12,Changed my mind,71.63,Pending
R0003848,O0038602,S0054,2024-09-19,Quality below expectation,34.81,Complete
R0003265,O0034225,S0048,2024-12-18,Size/fit issue,89.9,Completed
R0002604,O0028325,S0039,2024-07-29,Better price found elsewhere,164.55,Completed
R0001761,O0019497,S0028,2024-01-22,Size/fit issue,39.01,Completed
R0001528,O0017790,S0025,2024-12-21,Damaged on arrival,51.04,Completed
R0002061,O0023468,S0032,2025-06-29,Late delivery,40.56,Complete
R0001273,O0015161,S0022,2024-04-10,Quality below expectation,48.08,Completed
R0000035,O0000647,S0002,2024-07-05,Changed my mind,25.15,Complete
R0003921,O0038901,S0054,2025-06-10,Size/fit issue,35.96,Pending
R0000547,O0005977,S0010,2024-10-21,Damaged on arrival,32.2,Completed
R0002062,O0023476,S0032,2025-06-25,Late delivery,28.97,Completed
R0000027,O0000486,S0001,2025-12-07,Size/fit issue,86.01,Rejected
R0004379,O0042487,S0059,2025-11-20,Item not as described,61.29,Complete
R0000317,O0003959,S0006,2025-05-19,Quality below expectation,23.53,Completed
R0003671,O0036416,S0051,2024-12-14,Counterfeit suspected,47.56,Complete
R0003018,O0031571,S0045,2024-04-14,Better price found elsewhere,87.18,Complete
R0001300,O0015281,S0022,2024-07-25,Size/fit issue,29.17,Rejected
R0000195,O0002134,S0004,2024-06-15,Late delivery,47.05,Rejected
R0002246,O0024988,S0034,2025-06-20,Counterfeit suspected,32.52,Pending
R0000080,O0001242,S0003,2024-05-26,Changed my mind,56.39,Rejected
R0002661,O0028548,S0039,2025-10-31,Quality below expectation,17.5,Completed
R0002247,O0024989,S0034,2025-07-08,Better price found elsewhere,17.92,Completed
R0001871,O0020940,S0029,2024-10-26,Changed my mind,75.9,Completed
R0000455,O0005436,S0009,2025-07-30,Better price found elsewhere,58.42,Completed
R0000871,O0010640,S0016,2024-06-20,Unknown,51.28,Completed
R0004226,O0041450,S0058,2025-02-25,Better price found elsewhere,31.5,Completed
R0003088,O0032131,S0045,2025-07-03,Size/fit issue,29.03,Complete
R0003814,O0038489,S0054,2024-06-22,Unknown,53.08,Completed
R0003990,O0039167,S0054,2025-12-03,Quality below expectation,60.55,Completed
R0001349,O0015905,S0022,2025-10-29,Unknown,69.24,Completed
R0002295,O0025182,S0034,2025-12-11,Item not as described,31.75,Rejected
R0002702,O0028721,S0040,2024-07-17,Counterfeit suspected,55.53,Completed
R0001009,O0012409,S0018,2024-07-13,Better price found elsewhere,34.61,Completed
R0002546,O0027655,S0038,2024-05-22,Changed my mind,53.7,Completed
R0000095,O0001426,S0003,2024-11-09,Counterfeit suspected,28.29,Completed
R0001230,O0014926,S0021,2025-09-18,Unknown,59.91,Pending
R0000092,O0001418,S0003,2024-09-26,Damaged on arrival,25.33,Completed
R0002044,O0023297,S0032,2025-01-11,Changed my mind,42.07,Pending
R0001036,O0012611,S0018,2025-02-24,Wrong item shipped,55.15,Completed
R0000878,O0010719,S0016,2024-07-08,Damaged on arrival,54.45,Completed
R0003394,O0034910,S0049,2024-12-10,Late delivery,60.26,Complete
R0000786,O0009161,S0014,2024-09-05,Late delivery,34.69,Completed
R0001376,O0016313,S0023,2024-09-25,Counterfeit suspected,41.89,Completed
R0001250,O0014987,S0021,2025-12-24,Wrong item shipped,42.91,Complete
R0004199,O0041106,S0058,2024-05-20,Wrong item shipped,37.13,Complete
R0002030,O0023112,S0032,2024-10-04,Better price found elsewhere,28.22,Completed
R0003815,O0038490,S0054,2024-06-26,Changed my mind,42.16,Complete
R0003291,O0034489,S0048,2025-10-17,Better price found elsewhere,21.32,Completed
R0002828,O0029293,S0041,2024-08-26,Missing parts/accessories,63.99,Pending
R0002825,O0029250,S0041,2024-06-12,Changed my mind,79.17,Complete
R0001786,O0019962,S0028,2024-11-14,Wrong item shipped,49.86,Pending
R0002839,O0029365,S0041,2024-12-30,Unknown,32.01,Completed
R0002092,O0023774,S0033,2024-03-29,Missing parts/accessories,81.09,Completed
R0002607,O0028341,S0039,2024-08-09,Changed my mind,86.77,Pending
R0001331,O0015822,S0022,2025-09-01,Size/fit issue,109.16,Complete
R0004427,O0042811,S0060,2025-01-04,Size/fit issue,27.61,Completed
R0001865,O0020906,S0029,2024-10-02,Unknown,30.17,Completed
R0002036,O0023128,S0032,2024-09-13,Late delivery,27.79,Completed
R0002042,O0023161,S0032,2024-10-25,Item not as described,33.03,Complete
R0003955,O0039054,S0054,2025-09-22,Quality below expectation,51.92,Completed
R0003864,O0038666,S0054,2024-12-02,Quality below expectation,26.99,Completed
R0000638,O0006659,S0011,2024-03-21,Size/fit issue,43.62,Complete
R0001269,O0015137,S0022,2024-05-11,Counterfeit suspected,68.59,Completed
R0003079,O0032028,S0045,2025-03-29,Size/fit issue,40.73,Completed
R0001023,O0012466,S0018,2024-09-01,Counterfeit suspected,23.1,Completed
R0003042,O0031810,S0045,2024-10-25,Damaged on arrival,34.91,Complete
R0000819,O0009666,S0014,2025-11-23,Missing parts/accessories,31.02,Rejected
R0000297,O0003684,S0006,2024-10-04,Wrong item shipped,64.68,Completed
R0004106,O0040643,S0057,2025-04-25,Quality below expectation,43.11,Pending
R0001585,O0018021,S0025,2025-08-09,Damaged on arrival,39.07,Completed
R0001970,O0022290,S0030,2025-12-19,Quality below expectation,28.34,Complete
R0002960,O0030752,S0043,2025-04-18,Changed my mind,28.04,Completed
R0001782,O0019843,S0028,2024-09-20,Item not as described,43.77,Completed
R0002573,O0027948,S0038,2025-05-01,Damaged on arrival,92.96,Completed
R0000809,O0009408,S0014,2025-05-02,Changed my mind,46.78,Completed
R0004108,O0040660,S0057,2025-06-16,Quality below expectation,22.35,Completed
R0000240,O0002717,S0005,2024-05-10,Missing parts/accessories,13.1,Complete
R0002303,O0025251,S0035,2024-04-14,Changed my mind,61.87,Complete
R0000053,O0001050,S0002,2025-11-29,Item not as described,24.02,Completed
R0003703,O0037260,S0052,2024-10-31,Size/fit issue,111.33,Completed
R0004198,O0041103,S0058,2024-05-13,Wrong item shipped,71.89,Completed
R0000401,O0004580,S0008,2024-02-10,Size/fit issue,26.18,Completed
R0003717,O0037491,S0052,2025-04-02,Counterfeit suspected,39.08,Completed
R0001710,O0018846,S0027,2024-04-08,Changed my mind,95.56,Completed
R0001296,O0015258,S0022,2024-06-07,Damaged on arrival,56.31,Completed
R0003370,O0034812,S0049,2024-09-20,Unknown,15.57,Pending
R0002046,O0023359,S0032,2025-04-04,Unknown,10.96,Rejected
R0003498,O0035289,S0049,2026-01-01,Item not as described,39.57,Pending
R0003903,O0038833,S0054,2025-04-07,Item not as described,53.54,Rejected
R0004259,O0041616,S0058,2025-08-11,Quality below expectation,36.86,Completed
R0001743,O0019118,S0027,2024-12-31,Changed my mind,44.17,Completed
R0003716,O0037470,S0052,2025-03-21,Damaged on arrival,43.38,Completed
R0000907,O0011241,S0016,2025-08-21,Size/fit issue,39.67,Completed
R0001883,O0021108,S0029,2025-03-29,Changed my mind,45.56,Completed
R0004363,O0042419,S0059,2025-08-07,Item not as described,69.93,Rejected
R0003400,O0034928,S0049,2024-12-15,Quality below expectation,62.3,Completed
R0000776,O0009064,S0014,2024-06-10,Wrong item shipped,107.29,Completed
R0003659,O0036336,S0051,2024-11-11,Unknown,59.29,Completed
R0001775,O0019771,S0028,2024-07-16,Changed my mind,22.76,Rejected
R0000182,O0001916,S0003,2025-11-06,Quality below expectation,75.75,Completed
R0001706,O0018804,S0027,2024-03-10,Quality below expectation,44.33,Completed
R0000361,O0004288,S0007,2024-07-04,Wrong item shipped,47.09,Complete
R0000811,O0009440,S0014,2025-06-02,Size/fit issue,36.87,Complete
R0000355,O0004226,S0007,2024-02-09,Changed my mind,72.75,Completed
R0002472,O0026997,S0037,2024-06-09,Changed my mind,64.86,Pending
R0001557,O0017920,S0025,2025-04-09,Late delivery,34.11,Complete
R0001490,O0017572,S0025,2024-05-18,Quality below expectation,26.44,Completed
R0002173,O0024511,S0034,2024-04-01,Changed my mind,23.04,Completed
R0001286,O0015208,S0022,2024-05-26,Changed my mind,42.31,Complete
R0001676,O0018586,S0026,2025-06-19,Wrong item shipped,20.71,Pending
R0003310,O0034587,S0049,2024-02-26,Better price found elsewhere,49.43,Completed
R0002477,O0027046,S0037,2024-07-15,Size/fit issue,63.92,Completed
R0000437,O0005185,S0009,2024-07-15,Quality below expectation,56.55,Completed
R0003175,O0032803,S0046,2024-09-17,Better price found elsewhere,43.63,Completed
R0001279,O0015188,S0022,2024-05-30,Quality below expectation,38.8,Completed
R0000980,O0012141,S0017,2025-08-20,Item not as described,79.95,Complete
R0002899,O0030110,S0042,2025-03-13,Better price found elsewhere,87.13,Completed
R0001008,O0012401,S0018,2024-05-29,Wrong item shipped,43.27,Complete
R0003884,O0038739,S0054,2025-02-03,Wrong item shipped,26.33,Completed
R0000534,O0005886,S0010,2024-08-23,Quality below expectation,28.13,Completed
R0000257,O0003108,S0005,2025-07-18,Missing parts/accessories,28.32,Completed
R0003432,O0035047,S0049,2025-05-01,Damaged on arrival,45.11,Completed
R0002821,O0029217,S0041,2024-02-22,Better price found elsewhere,22.98,Completed
R0003851,O0038610,S0054,2024-09-12,Changed my mind,79.35,Completed
R0002882,O0029998,S0042,2024-12-15,Unknown,122.71,Completed
R0001737,O0019051,S0027,2024-10-21,Wrong item shipped,20.78,Completed
R0001899,O0021462,S0030,2024-02-14,Changed my mind,66.46,Completed
R0004300,O0042009,S0059,2024-05-14,Wrong item shipped,51.21,Complete
R0000744,O0008687,S0013,2025-01-27,Size/fit issue,60.94,Completed
R0002915,O0030201,S0042,2025-05-29,Quality below expectation,37.22,Completed
R0003890,O0038759,S0054,2025-01-30,Damaged on arrival,61.32,Completed
R0002529,O0027485,S0037,2025-12-09,Damaged on arrival,53.83,Completed
R0003991,O0039169,S0054,2026-01-02,Size/fit issue,19.59,Complete
R0002739,O0028873,S0040,2025-01-01,Better price found elsewhere,118.57,Pending
R0001637,O0018259,S0026,2024-03-15,Changed my mind,52.0,Complete
R0001552,O0017892,S0025,2025-03-03,Wrong item shipped,50.96,Completed
R0004178,O0040953,S0058,2024-01-25,Better price found elsewhere,57.41,Completed
R0001856,O0020863,S0029,2024-08-15,Quality below expectation,29.1,Complete
R0000964,O0011980,S0017,2025-04-19,Item not as described,52.14,Pending
R0001702,O0018782,S0027,2024-03-05,Damaged on arrival,43.05,Completed
R0003100,O0032279,S0045,2025-10-12,Unknown,21.64,Rejected
R0000075,O0001230,S0003,2024-05-11,Changed my mind,53.46,Complete
R0001635,O0018246,S0026,2024-02-22,Late delivery,29.57,Rejected
R0000365,O0004299,S0007,2024-07-07,Item not as described,25.0,Complete
R0000634,O0006613,S0011,2024-03-07,Late delivery,96.27,Completed
R0000011,O0000333,S0001,2025-06-01,Counterfeit suspected,72.51,Complete
R0000585,O0006234,S0010,2025-05-06,Size/fit issue,29.28,Pending
R0002691,O0028671,S0040,2024-05-02,Better price found elsewhere,31.82,Complete
R0000771,O0009030,S0014,2024-05-12,Counterfeit suspected,44.13,Completed
R0004076,O0040431,S0057,2024-10-17,Late delivery,17.95,Completed
R0000961,O0011973,S0017,2025-05-19,Counterfeit suspected,40.69,Completed
R0001752,O0019214,S0027,2025-03-24,Better price found elsewhere,67.66,Rejected
R0003593,O0035944,S0050,2025-10-19,Size/fit issue,34.64,Completed
R0004401,O0042571,S0060,2024-02-05,Counterfeit suspected,32.92,Completed
R0000008,O0000255,S0001,2025-01-10,Item not as described,20.56,Completed
R0002987,O0031225,S0044,2025-04-25,Damaged on arrival,53.36,Completed
R0003858,O0038641,S0054,2024-10-13,Damaged on arrival,27.97,Completed
R0000558,O0006021,S0010,2025-01-07,Damaged on arrival,40.96,Complete
R0000955,O0011881,S0017,2025-02-24,Damaged on arrival,75.27,Completed
R0000793,O0009221,S0014,2024-10-12,Quality below expectation,20.79,Completed
R0001512,O0017691,S0025,2024-09-13,Better price found elsewhere,76.61,Completed
R0003434,O0035060,S0049,2025-06-16,Counterfeit suspected,35.59,Completed
R0002540,O0027606,S0038,2024-03-18,Quality below expectation,47.65,Completed
R0004183,O0040968,S0058,2024-03-01,Counterfeit suspected,60.78,Completed
R0001258,O0015018,S0022,2024-01-22,Quality below expectation,52.88,Complete
R0001629,O0018210,S0025,2025-12-14,Damaged on arrival,17.95,Completed
R0001467,O0017476,S0025,2024-02-08,Damaged on arrival,49.66,Completed
R0000591,O0006259,S0010,2025-05-29,Better price found elsewhere,42.83,Pending
R0002225,O0024859,S0034,2025-02-12,Damaged on arrival,32.94,Complete
R0001558,O0017925,S0025,2025-04-22,Item not as described,56.66,Completed
R0004313,O0042158,S0059,2024-12-13,Missing parts/accessories,77.91,Pending
R0001310,O0015411,S0022,2024-11-17,Better price found elsewhere,62.49,Completed
R0000236,O0002680,S0005,2024-05-15,Better price found elsewhere,59.99,Pending
R0000927,O0011448,S0017,2024-03-06,Changed my mind,132.05,Completed
R0004092,O0040587,S0057,2025-03-13,Changed my mind,14.76,Completed
R0003731,O0037653,S0052,2025-08-24,Unknown,80.9,Completed
R0002101,O0023863,S0033,2024-07-09,Counterfeit suspected,23.63,Completed
R0003823,O0038518,S0054,2024-07-13,Counterfeit suspected,35.3,Pending
R0000572,O0006175,S0010,2025-04-05,Wrong item shipped,44.37,Rejected
R0000677,O0007527,S0012,2024-02-01,Changed my mind,16.06,Completed
R0004043,O0039944,S0056,2025-05-13,Unknown,25.24,Completed
R0000582,O0006218,S0010,2025-04-24,Better price found elsewhere,53.27,Rejected
R0000280,O0003433,S0006,2024-04-30,Missing parts/accessories,17.39,Complete
R0003497,O0035287,S0049,2026-01-04,Item not as described,38.4,Pending
R0002728,O0028825,S0040,2024-10-19,Quality below expectation,28.65,Rejected
R0000904,O0011179,S0016,2025-07-25,Late delivery,26.69,Completed
R0001583,O0018015,S0025,2025-06-29,Damaged on arrival,95.75,Rejected
R0000968,O0012001,S0017,2025-05-31,Changed my mind,21.14,Complete
R0004034,O0039817,S0056,2024-09-10,Quality below expectation,31.11,Pending
R0001427,O0016879,S0023,2025-12-25,Size/fit issue,39.73,Completed
R0002903,O0030116,S0042,2025-03-11,Better price found elsewhere,102.12,Pending
R0000249,O0002969,S0005,2025-02-26,Counterfeit suspected,60.33,Completed
R0003311,O0034590,S0049,2024-02-29,Wrong item shipped,33.27,Pending
R0000247,O0002937,S0005,2025-02-05,Size/fit issue,22.65,Rejected
R0002380,O0025995,S0036,2024-05-05,Late delivery,47.61,Completed
R0000531,O0005873,S0010,2024-09-09,Counterfeit suspected,73.0,Completed
R0001247,O0014980,S0021,2025-12-26,Damaged on arrival,75.79,Completed
R0002025,O0023078,S0032,2024-08-04,Missing parts/accessories,46.07,Pending
R0003810,O0038478,S0054,2024-05-31,Missing parts/accessories,26.32,Complete
R0001601,O0018085,S0025,2025-09-29,Quality below expectation,35.33,Rejected
R0003354,O0034754,S0049,2024-07-30,Wrong item shipped,36.84,Completed
R0001312,O0015421,S0022,2024-11-15,Missing parts/accessories,80.58,Completed
R0000682,O0007620,S0012,2024-04-10,Better price found elsewhere,26.17,Pending
R0001890,O0021258,S0029,2025-07-13,Better price found elsewhere,18.45,Completed
R0000750,O0008923,S0014,2024-02-08,Counterfeit suspected,26.29,Complete
R0002771,O0029014,S0040,2025-06-25,Unknown,51.17,Pending
R0002923,O0030252,S0042,2025-07-27,Unknown,36.21,Completed
R0001240,O0014960,S0021,2025-12-11,Wrong item shipped,64.32,Completed
R0001148,O0014110,S0020,2024-10-24,Changed my mind,54.14,Completed
R0004045,O0039966,S0056,2025-05-16,Changed my mind,28.01,Completed
R0001152,O0014193,S0020,2025-01-24,Better price found elsewhere,75.78,Completed
R0000616,O0006440,S0010,2025-10-27,Item not as described,65.09,Completed
R0001010,O0012415,S0018,2024-07-07,Quality below expectation,47.28,Complete
R0002460,O0026946,S0037,2024-03-23,Quality below expectation,61.55,Pending
R0004191,O0041071,S0058,2024-05-01,Damaged on arrival,68.28,Completed
R0004048,O0040075,S0056,2025-10-19,Late delivery,54.75,Completed
R0003258,O0034089,S0048,2024-07-14,Changed my mind,75.18,Completed
R0003889,O0038757,S0054,2025-01-13,Missing parts/accessories,17.84,Completed
R0003917,O0038889,S0054,2025-05-11,Missing parts/accessories,39.5,Complete
R0003180,O0032842,S0046,2024-10-18,Better price found elsewhere,45.75,Pending
R0003019,O0031572,S0045,2024-05-02,Changed my mind,17.3,Completed
